brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
BMW,523,1996,Седан,бензин,2.5,490000,Механика,Задний привод,1,1,15,1995.0,2000.0,0.0,0.0,0.0,1.0,5.0,1,1,Астана,Акмолинская область,tier_1,1,0,30,0,0,1,20_plus,1,серый,1,13.102162710901053,16333.333333333334,9.701024511040307,0,0,0,sedan_like,2.772588722239781,0,1,BMW__523
Lexus,RX 350,2007,Кроссовер,бензин,3.5,216101,Автомат,Полный привод,1,1,10,2005.0,2009.0,0.0,2.0,1.0,2.0,4.0,0,1,Кокшетау,Акмолинская область,regional_center,0,0,19,0,0,1,13_20,1,синий,1,12.283505797426699,11373.736842105263,9.33915010879156,0,0,1,suv_like,2.3978952727983707,0,0,Lexus__RX 350
Hyundai,Tucson,2022,Кроссовер,бензин,2.5,82000,Автомат,Полный привод,1,1,12,2020.0,2026.0,1.0,4.0,0.0,2.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,11.314486721293981,20500.0,9.928228944424575,0,0,1,suv_like,2.5649493574615367,0,0,Hyundai__Tucson
Chevrolet,Cruze,2014,Седан,бензин,1.6,250000,Механика,Передний привод,1,1,8,2012.0,2015.0,0.0,0.0,1.0,2.0,3.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,12,0,0,0,8_12,0,белый,1,12.429220196836383,20833.333333333332,9.94435754590442,0,0,0,sedan_like,2.1972245773362196,0,0,Chevrolet__Cruze
Toyota,Camry,2007,Седан,бензин,2.4,440000,Автомат,Передний привод,1,1,5,2006.0,2009.0,0.0,0.0,0.0,1.0,3.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,19,0,0,1,13_20,0,серебристый,1,12.994532278619134,23157.894736842107,10.050134207613878,0,0,1,sedan_like,1.791759469228055,0,0,Toyota__Camry
Toyota,Camry,2001,Седан,бензин,3.0,577000,Автомат,Передний привод,1,1,11,2000.0,2001.0,0.0,0.0,1.0,1.0,1.0,1,0,Тараз,Жамбылская область,regional_center,0,0,25,0,0,1,20_plus,0,серебристый,1,13.265599278590988,23080.0,10.04676504723975,0,0,1,sedan_like,2.4849066497880004,0,0,Toyota__Camry
Chevrolet,Captiva,2022,Внедорожник,бензин,1.5,73198,Вариатор,Передний привод,1,1,9,2018.0,2026.0,1.0,2.0,0.0,4.0,8.0,0,0,Атырау,Атырауская область,regional_center,0,0,4,0,0,0,4_7,0,серый,1,11.200937038653903,18299.5,9.814683660860634,0,0,1,suv_like,2.302585092994046,0,0,Chevrolet__Captiva
Kia,Sportage,2014,Кроссовер,бензин,2.0,56150,Автомат,Полный привод,1,1,13,2014.0,2016.0,0.0,3.0,1.0,0.0,2.0,0,0,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,белый,1,10.935799769447005,4679.166666666667,8.451089000813194,1,0,1,suv_like,2.639057329615259,0,0,Kia__Sportage
Mercedes-Benz,E 53 AMG,2023,Седан,бензин,3.0,40901,Автомат,Полный привод,1,1,16,2023.0,2026.0,1.0,0.0,0.0,0.0,3.0,1,1,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,черный,1,10.618934240590841,13633.666666666666,9.520370848091725,0,0,1,sedan_like,2.833213344056216,0,1,Mercedes-Benz__E 53 AMG
Kia,Cee'd,2023,Универсал,бензин,1.6,61000,Автомат,Передний привод,1,1,22,2021.0,2026.0,1.0,3.0,1.0,2.0,5.0,0,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,unknown,0,11.0186455364637,20333.333333333332,9.920066033605895,0,0,1,compact_wagon,3.1354942159291497,0,1,Kia__Cee'd
Lexus,LX 570,2019,Внедорожник,бензин,5.7,130000,Автомат,Полный привод,1,1,6,2015.0,2026.0,1.0,3.0,1.0,4.0,11.0,0,1,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,0,черный,1,11.775297421715827,18571.428571428572,9.8294334250866,0,0,1,suv_like,1.9459101490553132,0,0,Lexus__LX 570
Kia,K7,2019,Седан,бензин,2.5,108000,Автомат,Передний привод,1,1,34,2019.0,2021.0,0.0,2.0,1.0,0.0,2.0,0,0,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,1,черный,1,11.58989576532275,15428.57142857143,9.644041169765469,0,0,1,sedan_like,3.5553480614894135,0,1,Kia__K7
Mercedes-Benz,CLA 200,2019,Седан,бензин,1.3,57000,Робот,Передний привод,1,1,6,2019.0,2026.0,1.0,0.0,0.0,0.0,7.0,1,1,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,1,черный,1,10.950824090522445,8142.857142857143,9.005019197238754,0,0,1,sedan_like,1.9459101490553132,0,0,Mercedes-Benz__CLA 200
Kia,K5,2021,Седан,бензин,1.6,105000,Автомат,Передний привод,1,1,33,2019.0,2026.0,1.0,3.0,0.0,2.0,7.0,0,0,Шымкент,Туркестанская область,tier_2,1,0,5,0,0,0,4_7,1,серый,1,11.561725152903833,21000.0,9.952325334619427,0,0,1,sedan_like,3.5263605246161616,0,1,Kia__K5
Hyundai,Sonata,2020,Седан,бензин,2.5,107000,Автомат,Передний привод,1,1,35,2019.0,2026.0,1.0,8.0,0.0,1.0,7.0,0,0,Астана,Акмолинская область,tier_1,1,0,6,0,0,0,4_7,0,unknown,0,11.580593459194764,17833.333333333332,9.788880717410212,0,0,1,sedan_like,3.58351893845611,0,1,Hyundai__Sonata
Kia,Picanto,2020,Хэтчбек,бензин,1.2,52000,Автомат,Передний привод,1,1,10,2017.0,2026.0,1.0,3.0,0.0,3.0,9.0,0,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,0,unknown,0,10.859018228147887,8666.666666666666,9.067354906294602,0,0,1,compact_wagon,2.3978952727983707,0,0,Kia__Picanto
Mercedes-Benz,Sprinter,2008,Микроавтобус,дизель,3.0,444444,Механика,Задний привод,1,1,6,2006.0,2018.0,0.0,0.0,0.0,2.0,12.0,1,1,Алматы,Алматинская область,tier_1,1,0,18,0,0,1,13_20,0,синий,1,13.004581591747165,24691.333333333332,10.114248083071676,0,0,0,van_like,1.9459101490553132,0,0,Mercedes-Benz__Sprinter
Lexus,ES 300h,2019,Седан,гибрид,2.5,118000,Вариатор,Передний привод,1,1,7,2018.0,2026.0,1.0,7.0,0.0,1.0,8.0,0,1,Актау,Мангистауская область,regional_center,0,0,7,0,0,0,4_7,0,unknown,0,11.678448377988165,16857.14285714286,9.732589074666905,0,0,1,sedan_like,2.0794415416798357,0,0,Lexus__ES 300h
Hyundai,Grandeur,2019,Седан,бензин,3.0,80000,Автомат,Передний привод,1,1,47,2016.0,2019.0,0.0,0.0,0.0,3.0,3.0,1,0,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,1,белый,1,11.289794413577894,11428.57142857143,9.343959260772804,0,0,1,sedan_like,3.8712010109078907,0,1,Hyundai__Grandeur
Chevrolet,Onix,2023,Седан,бензин,1.2,86600,Механика,Передний привод,1,1,12,2019.0,2026.0,1.0,2.0,0.0,4.0,7.0,0,0,Караганда,Карагандинская область,regional_center,0,0,3,0,1,0,2_3,1,серый,1,11.369066641827967,28866.666666666668,10.270477447314729,0,0,0,sedan_like,2.5649493574615367,0,0,Chevrolet__Onix
Lexus,RX 300,1999,Кроссовер,бензин,3.0,270000,Автомат,Полный привод,1,1,13,1997.0,2003.0,0.0,1.0,0.0,2.0,6.0,0,1,Алматы,Алматинская область,tier_1,1,0,27,0,0,1,20_plus,0,unknown,0,12.506180941677357,10000.0,9.210440366976517,0,0,1,suv_like,2.639057329615259,0,0,Lexus__RX 300
Toyota,Camry,1998,Седан,бензин,2.2,450000,Механика,Передний привод,1,1,8,1996.0,2000.0,0.0,0.0,0.0,2.0,4.0,1,0,Талдыкорган,Жетысуская область,regional_center,0,0,28,0,0,1,20_plus,0,белый,1,13.017005083966255,16071.42857142857,9.684860571857799,0,0,0,sedan_like,2.1972245773362196,0,0,Toyota__Camry
BMW,X5,2015,Кроссовер,бензин,3.0,200000,Автомат,Полный привод,1,1,13,2013.0,2018.0,0.0,0.0,0.0,2.0,5.0,1,1,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,синий,1,12.206077645517674,18181.81818181818,9.808232371219358,0,0,1,suv_like,2.639057329615259,0,0,BMW__X5
Kia,Cerato,2014,Седан,бензин,2.0,228000,Автомат,Передний привод,1,0,5,2013.0,2016.0,0.0,3.0,0.0,1.0,3.0,0,0,Кульсары,Атырауская область,other_city,0,0,12,0,0,0,8_12,1,черный,1,12.337105293891872,19000.0,9.852246888342531,0,0,1,sedan_like,1.791759469228055,0,0,Kia__Cerato
Audi,A4,2015,Седан,бензин,2.0,210000,Вариатор,Передний привод,1,1,7,2011.0,2015.0,0.0,0.0,1.0,4.0,4.0,1,1,Астана,Акмолинская область,tier_1,1,0,11,0,0,0,8_12,0,unknown,0,12.25486757159303,19090.909090909092,9.857019916481782,0,0,1,sedan_like,2.0794415416798357,0,0,Audi__A4
Hyundai,Accent,2015,Седан,бензин,1.6,103700,Автомат,Передний привод,1,1,5,2010.0,2017.0,0.0,4.0,0.0,5.0,7.0,0,0,Астана,Акмолинская область,tier_1,1,0,11,0,0,0,8_12,0,черный,1,11.549267037372665,9427.272727272728,9.151468191010641,0,0,1,sedan_like,1.791759469228055,0,0,Hyundai__Accent
Toyota,Estima,2003,Минивэн,бензин,3.0,302000,Автомат,Полный привод,0,1,8,1999.0,2006.0,0.0,2.0,0.0,4.0,7.0,0,0,Тараз,Жамбылская область,regional_center,0,0,23,0,0,1,20_plus,0,серый,1,12.618185607609803,13130.434782608696,9.48276423646831,0,0,1,van_like,2.1972245773362196,0,0,Toyota__Estima
Hyundai,Tucson,2023,Кроссовер,бензин,1.6,26000,Робот,Передний привод,1,1,14,2023.0,2026.0,1.0,4.0,1.0,0.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,1,белый,1,10.165890277802454,8666.666666666666,9.067354906294602,0,0,1,suv_like,2.70805020110221,0,0,Hyundai__Tucson
Hyundai,Elantra,2022,Седан,бензин,2.0,72000,Вариатор,Передний привод,1,1,8,2020.0,2026.0,1.0,7.0,0.0,2.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,1,белый,1,11.184435286790631,18000.0,9.798182590890704,0,0,1,sedan_like,2.1972245773362196,0,0,Hyundai__Elantra
Mercedes-Benz,CLS 550,2007,Седан,бензин,5.5,202000,Автомат,Задний привод,1,0,23,2004.0,2008.0,0.0,0.0,0.0,3.0,4.0,1,1,Уральск,Западно-Казахстанская область,regional_center,0,0,19,0,0,1,13_20,1,белый,1,12.216027926866138,10631.578947368422,9.271678052199533,0,0,1,sedan_like,3.1780538303479458,0,1,Mercedes-Benz__CLS 550
Toyota,Sienna,2013,Минивэн,газ-бензин,3.3,482700,Автомат,Передний привод,1,1,3,2010.0,2017.0,0.0,3.0,0.0,3.0,7.0,0,0,Шымкент,Туркестанская область,tier_2,1,0,13,0,0,0,13_20,1,золотистый,1,13.087152693326571,37130.769230769234,10.522228195666116,0,1,1,van_like,1.3862943611198906,1,0,Toyota__Sienna
Lexus,RX 300,2000,Кроссовер,бензин,3.0,16078,Автомат,Полный привод,1,1,18,1997.0,2003.0,0.0,1.0,0.0,3.0,6.0,0,1,Алматы,Алматинская область,tier_1,1,0,26,0,0,1,20_plus,1,черный,1,9.685269351744411,618.3846153846154,6.428726429298146,1,0,1,suv_like,2.9444389791664403,0,1,Lexus__RX 300
Toyota,Land Cruiser,2019,Внедорожник,бензин,4.6,123680,Автомат,Полный привод,1,1,7,2015.0,2021.0,0.0,0.0,1.0,4.0,6.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,7,0,0,0,4_7,0,белый,1,11.725460949170193,17668.571428571428,9.779599310835758,0,0,1,suv_like,2.0794415416798357,0,0,Toyota__Land Cruiser
Hyundai,Elantra,2024,Седан,бензин,2.0,35912,Вариатор,Передний привод,1,1,15,2023.0,2026.0,1.0,7.0,1.0,1.0,3.0,0,0,Караганда,Карагандинская область,regional_center,0,0,2,0,1,0,2_3,0,черный,1,10.48885462591948,17956.0,9.795735290041899,0,0,1,sedan_like,2.772588722239781,0,1,Hyundai__Elantra
Mercedes-Benz,G 500,2002,Внедорожник,бензин,5.0,400000,Автомат,Полный привод,1,1,16,1990.0,2006.0,0.0,0.0,0.0,12.0,16.0,1,1,Алматы,Алматинская область,tier_1,1,0,24,0,0,1,20_plus,1,бежевый,1,12.899222326086994,16666.666666666668,9.721225993942246,0,0,1,suv_like,2.833213344056216,0,1,Mercedes-Benz__G 500
Hyundai,Tucson,2022,Кроссовер,бензин,2.0,45000,Автомат,Полный привод,1,1,9,2020.0,2026.0,1.0,4.0,0.0,2.0,6.0,0,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,10.714439990727769,11250.0,9.328212292571072,0,0,1,suv_like,2.302585092994046,0,0,Hyundai__Tucson
Kia,Sportage,2020,Кроссовер,бензин,2.4,41000,Автомат,Полный привод,1,1,28,2018.0,2026.0,1.0,4.0,1.0,2.0,8.0,0,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,1,белый,1,10.62135173563291,6833.333333333333,8.829714207214938,0,0,1,suv_like,3.367295829986474,0,1,Kia__Sportage
Mercedes-Benz,Sprinter,2022,Фургон,дизель,2.0,440000,Автомат,Задний привод,1,1,8,2018.0,2026.0,1.0,0.0,0.0,4.0,8.0,1,1,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,белый,1,12.994532278619134,110000.0,11.608244735642321,0,1,1,van_like,2.1972245773362196,0,0,Mercedes-Benz__Sprinter
BMW,535,2011,Седан,бензин,3.0,97000,Автомат,Полный привод,1,1,34,2009.0,2013.0,0.0,0.0,0.0,2.0,4.0,1,1,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,0,серебристый,1,11.48247656671073,6466.666666666667,8.774570683603162,0,0,1,sedan_like,3.5553480614894135,0,1,BMW__535
Mercedes-Benz,E-Класс,2006,Седан,бензин,5.5,116000,Автомат,Задний привод,1,1,33,2006.0,2009.0,0.0,0.0,1.0,0.0,3.0,1,1,Алматы,Алматинская область,tier_1,1,0,20,0,0,1,13_20,0,серебристый,1,11.661354090741,5800.0,8.665785595466064,0,0,1,sedan_like,3.5263605246161616,0,1,Mercedes-Benz__E-Класс
Audi,100,1993,Универсал,бензин,2.0,218000,Механика,Передний привод,1,1,23,1990.0,1994.0,0.0,4.0,0.0,3.0,4.0,0,1,Павлодар,Павлодарская область,regional_center,0,0,33,0,0,1,20_plus,0,серый,1,12.292254928916668,6606.060606060606,8.795894144995321,0,0,0,compact_wagon,3.1780538303479458,0,1,Audi__100
Kia,K7,2019,Седан,бензин,3.0,93000,Автомат,Передний привод,1,1,54,2019.0,2021.0,0.0,2.0,1.0,0.0,2.0,0,0,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,1,черный,1,11.440365524765756,13285.714285714286,9.494519889064728,0,0,1,sedan_like,4.007333185232471,0,1,Kia__K7
Chevrolet,Cruze,2014,Седан,бензин,1.8,160000,Автомат,Передний привод,1,1,17,2012.0,2015.0,0.0,0.0,1.0,2.0,3.0,1,0,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,unknown,0,11.982935344196433,13333.333333333334,9.498097441615604,0,0,1,sedan_like,2.8903717578961645,0,1,Chevrolet__Cruze
BMW,X5,2024,Кроссовер,бензин,3.0,20000,Автомат,Полный привод,1,1,18,2023.0,2026.0,1.0,0.0,1.0,1.0,3.0,1,1,Алматы,Алматинская область,tier_1,1,0,2,0,1,0,2_3,0,unknown,0,9.90353755128617,10000.0,9.210440366976517,0,0,1,suv_like,2.9444389791664403,0,1,BMW__X5
Chevrolet,Monza,2023,Седан,бензин,1.5,63019,Робот,Передний привод,1,1,6,2022.0,2026.0,1.0,2.0,1.0,1.0,4.0,0,0,Сарыагаш,Туркестанская область,other_city,0,0,3,0,1,0,2_3,0,unknown,0,11.051207415311266,21006.333333333332,9.95262686209642,0,0,1,sedan_like,1.9459101490553132,0,0,Chevrolet__Monza
Chevrolet,Cobalt,2021,Седан,бензин,1.5,193000,Автомат,Передний привод,1,1,3,2020.0,2026.0,1.0,2.0,1.0,1.0,6.0,0,0,Жанаозен,Мангистауская область,other_city,0,0,5,0,0,0,4_7,0,белый,1,12.170450649220749,38600.0,10.5610334618531,0,1,1,sedan_like,1.3862943611198906,1,0,Chevrolet__Cobalt
Toyota,Land Cruiser,2013,Внедорожник,бензин,4.6,295000,Автомат,Полный привод,1,1,11,2012.0,2015.0,0.0,0.0,1.0,1.0,3.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,13,0,0,0,13_20,0,unknown,0,12.59473402514672,22692.30769230769,10.029825344686074,0,0,1,suv_like,2.4849066497880004,0,0,Toyota__Land Cruiser
Mercedes-Benz,E 220,1993,Седан,бензин,2.2,777,Автомат,Задний привод,1,1,8,1987.0,1993.0,0.0,0.0,1.0,6.0,6.0,1,1,Шымкент,Туркестанская область,tier_2,1,0,33,0,0,1,20_plus,0,unknown,0,6.656726524178391,23.545454545454547,3.2005266862000044,1,0,1,sedan_like,2.1972245773362196,0,0,Mercedes-Benz__E 220
Toyota,Land Cruiser,2013,Внедорожник,дизель,4.5,255000,Автомат,Полный привод,1,1,27,2012.0,2015.0,0.0,0.0,1.0,1.0,3.0,1,0,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,1,белый,1,12.449022745701502,19615.384615384617,9.884120445771728,0,0,1,suv_like,3.332204510175204,0,1,Toyota__Land Cruiser
Kia,Carnival,2015,Минивэн,бензин,3.3,190000,Автомат,Передний привод,1,1,12,2014.0,2020.0,0.0,3.0,0.0,1.0,6.0,0,0,Павлодар,Павлодарская область,regional_center,0,0,11,0,0,0,8_12,1,черный,1,12.154784614286667,17272.727272727272,9.75694197140526,0,0,1,van_like,2.5649493574615367,0,0,Kia__Carnival
Audi,100,1993,Седан,бензин,2.0,270000,Механика,Передний привод,1,1,6,1990.0,1994.0,0.0,4.0,0.0,3.0,4.0,0,1,Костанай,Костанайская область,regional_center,0,0,33,0,0,1,20_plus,0,серебристый,1,12.506180941677357,8181.818181818182,9.009791891267726,0,0,0,sedan_like,1.9459101490553132,0,0,Audi__100
Mercedes-Benz,GLC Coupe 300,2019,Кроссовер,бензин,2.0,45000,Автомат,Полный привод,1,1,16,2016.0,2019.0,0.0,0.0,0.0,3.0,3.0,1,1,Астана,Акмолинская область,tier_1,1,0,7,0,0,0,4_7,1,синий,1,10.714439990727769,6428.571428571428,8.768663163155189,0,0,1,suv_like,2.833213344056216,0,1,Mercedes-Benz__GLC Coupe 300
Hyundai,Creta,2016,Кроссовер,бензин,2.0,57000,Автомат,Передний привод,1,1,11,2015.0,2019.0,0.0,1.0,0.0,1.0,4.0,0,0,Костанай,Костанайская область,regional_center,0,0,10,0,0,0,8_12,0,белый,1,10.950824090522445,5700.0,8.648396877031582,0,0,1,suv_like,2.4849066497880004,0,0,Hyundai__Creta
Mercedes-Benz,G 500,2003,Внедорожник,бензин,5.0,298000,Автомат,Полный привод,1,1,13,1990.0,2006.0,0.0,0.0,0.0,13.0,16.0,1,1,Талдыкорган,Жетысуская область,regional_center,0,0,23,0,0,1,20_plus,1,серебристый,1,12.604852121186608,12956.521739130434,9.469431727788129,0,0,1,suv_like,2.639057329615259,0,0,Mercedes-Benz__G 500
Audi,A6,1995,Седан,бензин,2.8,444444,Автомат,Передний привод,1,1,7,1994.0,1997.0,0.0,0.0,0.0,1.0,3.0,1,1,Туркестан,Туркестанская область,regional_center,0,0,31,0,0,1,20_plus,0,белый,1,13.004581591747165,14336.90322580645,9.570661884899627,0,0,1,sedan_like,2.0794415416798357,0,0,Audi__A6
BMW,525,1998,Универсал,бензин,2.5,484855,Автомат,Задний привод,1,1,11,1995.0,2000.0,0.0,0.0,0.0,3.0,5.0,1,1,Астана,Акмолинская область,tier_1,1,0,28,0,0,1,20_plus,0,черный,1,13.091607218617451,17316.25,9.75945839352866,0,0,1,compact_wagon,2.4849066497880004,0,0,BMW__525
Toyota,Sienna,2016,Минивэн,бензин,3.5,200000,Автомат,Передний привод,1,1,11,2010.0,2017.0,0.0,3.0,0.0,6.0,7.0,0,0,Астана,Акмолинская область,tier_1,1,0,10,0,0,0,8_12,0,unknown,0,12.206077645517674,20000.0,9.90353755128617,0,0,1,van_like,2.4849066497880004,0,0,Toyota__Sienna
Mercedes-Benz,CLA 200,2013,Седан,бензин,2.0,138000,Робот,Передний привод,1,1,11,2013.0,2016.0,0.0,0.0,0.0,0.0,3.0,1,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,0,unknown,0,11.835016210489899,10615.384615384615,9.270153805139541,0,0,1,sedan_like,2.4849066497880004,0,0,Mercedes-Benz__CLA 200
Toyota,Camry,2014,Седан,бензин,2.5,260000,Автомат,Передний привод,1,1,17,2011.0,2014.0,0.0,0.0,0.0,3.0,3.0,1,0,Шымкент,Туркестанская область,tier_2,1,0,12,0,0,0,8_12,0,черный,1,12.468440756144114,21666.666666666668,9.983576412990763,0,0,1,sedan_like,2.8903717578961645,0,1,Toyota__Camry
Mercedes-Benz,GLB 200,2023,Кроссовер,бензин,1.5,48931,Робот,Полный привод,1,1,26,2019.0,2026.0,1.0,0.0,0.0,4.0,7.0,1,1,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,черный,1,10.798186858166806,16310.333333333334,9.699615441711728,0,0,1,suv_like,3.295836866004329,0,1,Mercedes-Benz__GLB 200
Lexus,RX 500h,2023,Кроссовер,гибрид,2.4,35000,Автомат,Полный привод,1,1,16,2022.0,2026.0,1.0,5.0,0.0,1.0,4.0,0,1,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,1,оранжевый,1,10.463131911491967,11666.666666666666,9.364576762415895,0,0,1,suv_like,2.833213344056216,0,1,Lexus__RX 500h
Lexus,RX 350h,2023,Кроссовер,гибрид,2.5,62000,Вариатор,Полный привод,1,1,6,2022.0,2026.0,1.0,5.0,0.0,1.0,4.0,0,1,Атырау,Атырауская область,regional_center,0,0,3,0,1,0,2_3,0,черный,1,11.034905792929415,20666.666666666668,9.936325761285275,0,0,1,suv_like,1.9459101490553132,0,0,Lexus__RX 350h
Kia,Cerato,2015,Седан,бензин,2.0,146750,Автомат,Передний привод,1,1,6,2013.0,2016.0,0.0,3.0,0.0,2.0,3.0,0,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,белый,1,11.896492551977177,13340.90909090909,9.498665419493369,0,0,1,sedan_like,1.9459101490553132,0,0,Kia__Cerato
Hyundai,Click,2005,Хэтчбек,бензин,1.4,250000,Автомат,Передний привод,1,1,3,2005.0,2011.0,0.0,1.0,1.0,0.0,6.0,0,0,Шымкент,Туркестанская область,tier_2,1,0,21,0,0,1,20_plus,0,серый,1,12.429220196836383,11904.761904761905,9.384777755593158,0,0,1,compact_wagon,1.3862943611198906,1,0,Hyundai__Click
Mercedes-Benz,GL 500,2008,Внедорожник,бензин,5.5,165000,Автомат,Полный привод,1,1,9,2006.0,2009.0,0.0,0.0,0.0,2.0,3.0,1,1,Алматы,Алматинская область,tier_1,1,0,18,0,0,1,13_20,0,белый,1,12.013706813470414,9166.666666666666,9.123438079945663,0,0,1,suv_like,2.302585092994046,0,0,Mercedes-Benz__GL 500
Mercedes-Benz,S 450,2023,Седан,бензин,3.0,8107,Автомат,Полный привод,1,1,19,2020.0,2026.0,1.0,0.0,0.0,3.0,6.0,1,1,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,синий,1,9.000606507571892,2702.3333333333335,7.902240858441349,1,0,1,sedan_like,2.995732273553991,0,1,Mercedes-Benz__S 450
Toyota,Camry,2012,Седан,гибрид,2.5,306967,Вариатор,Передний привод,1,1,3,2011.0,2014.0,0.0,0.0,0.0,1.0,3.0,1,0,Атырау,Атырауская область,regional_center,0,0,14,0,0,0,13_20,0,серый,1,12.634498786608852,21926.214285714286,9.995483805788043,0,0,1,sedan_like,1.3862943611198906,1,0,Toyota__Camry
BMW,X6,2013,Кроссовер,бензин,3.0,166000,Автомат,Полный привод,1,1,16,2012.0,2014.0,0.0,0.0,1.0,1.0,2.0,1,1,Астана,Акмолинская область,tier_1,1,0,13,0,0,0,13_20,0,unknown,0,12.019749091416921,12769.23076923077,9.454872020063833,0,0,1,suv_like,2.833213344056216,0,1,BMW__X6
Audi,A6,1995,Седан,бензин,2.8,60000,Механика,Передний привод,1,1,9,1994.0,1997.0,0.0,0.0,0.0,1.0,3.0,1,1,Кентау,Туркестанская область,other_city,0,0,31,0,0,1,20_plus,0,синий,1,11.002116507732017,1935.483870967742,7.568629169959492,1,0,0,sedan_like,2.302585092994046,0,0,Audi__A6
Audi,Q7,2007,Кроссовер,бензин,3.6,60000,Автомат,Полный привод,1,1,22,2005.0,2009.0,0.0,1.0,0.0,2.0,4.0,0,1,Павлодар,Павлодарская область,regional_center,0,0,19,0,0,1,13_20,0,unknown,0,11.002116507732017,3157.8947368421054,8.057977478576158,1,0,1,suv_like,3.1354942159291497,0,1,Audi__Q7
Mercedes-Benz,GLC 220,2020,Кроссовер,дизель,2.0,110000,Автомат,Полный привод,1,1,26,2019.0,2022.0,0.0,0.0,1.0,1.0,3.0,1,1,Петропавловск,Северо-Казахстанская область,regional_center,0,0,6,0,0,0,4_7,1,черный,1,11.608244735642321,18333.333333333332,9.816530719513494,0,0,1,suv_like,3.295836866004329,0,1,Mercedes-Benz__GLC 220
Hyundai,Sonata,2022,Седан,бензин,2.5,110000,Автомат,Передний привод,1,1,11,2019.0,2026.0,1.0,8.0,0.0,3.0,7.0,0,0,Атырау,Атырауская область,regional_center,0,0,4,0,0,0,4_7,0,unknown,0,11.608244735642321,27500.0,10.221977646629885,0,0,1,sedan_like,2.4849066497880004,0,0,Hyundai__Sonata
Hyundai,Sonata,2000,Седан,бензин,2.0,300000,Автомат,Передний привод,1,1,6,1998.0,2001.0,0.0,4.0,0.0,2.0,3.0,0,0,Жанаозен,Мангистауская область,other_city,0,0,26,0,0,1,20_plus,0,черный,1,12.611541086966115,11538.461538461539,9.353527878528185,0,0,1,sedan_like,1.9459101490553132,0,0,Hyundai__Sonata
Lexus,ES 250,2012,Седан,бензин,2.5,250000,Автомат,Передний привод,1,1,11,2012.0,2015.0,0.0,6.0,0.0,0.0,3.0,0,1,Актау,Мангистауская область,regional_center,0,0,14,0,0,0,13_20,0,черный,1,12.429220196836383,17857.14285714286,9.790214865661184,0,0,1,sedan_like,2.4849066497880004,0,0,Lexus__ES 250
Chevrolet,Cruze,2013,Хэтчбек,бензин,1.8,146000,Автомат,Передний привод,1,1,8,2012.0,2015.0,0.0,0.0,1.0,1.0,3.0,1,0,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,0,серебристый,1,11.891368749982085,11230.76923076923,9.326501580360905,0,0,1,compact_wagon,2.1972245773362196,0,0,Chevrolet__Cruze
