brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,price,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,target_log_price,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
Hyundai,Santa Fe,2018,Кроссовер,бензин,2.4,139896,Автомат,Полный привод,1,1,20,6000000,2015.0,2018.0,0.0,3.0,1.0,3.0,3.0,0,15.607270193858982,0,Актобе,Актюбинская область,regional_center,0,0,8,0,0,0,8_12,0,синий,1,11.848661716535156,17487.0,9.76927021041632,0,0,1,suv_like,3.044522437723423,0,1,Hyundai__Santa Fe
Lexus,LX 570,2014,Внедорожник,бензин,5.7,210000,Автомат,Полный привод,1,1,5,28800000,2012.0,2015.0,0.0,3.0,1.0,2.0,3.0,0,17.175885979828397,1,Актау,Мангистауская область,regional_center,0,0,12,0,0,0,8_12,1,черный,1,12.25486757159303,17500.0,9.770013301136158,0,0,1,suv_like,1.791759469228055,0,0,Lexus__LX 570
Lexus,GX 460,2011,Внедорожник,бензин,4.6,371000,Автомат,Полный привод,1,1,19,16000000,2009.0,2013.0,0.0,2.0,0.0,2.0,4.0,0,16.588099342704055,1,Актобе,Актюбинская область,regional_center,0,0,15,0,0,1,13_20,1,черный,1,12.82396003700373,24733.333333333332,10.115947570936887,0,0,1,suv_like,2.995732273553991,0,1,Lexus__GX 460
Hyundai,Accent,2014,Седан,бензин,1.6,307,Автомат,Передний привод,1,1,0,4200000,2010.0,2017.0,0.0,4.0,0.0,4.0,7.0,0,15.250595321348806,0,Уральск,Западно-Казахстанская область,regional_center,0,0,12,0,0,0,8_12,1,черный,1,5.730099782973575,25.583333333333332,3.280284452996844,1,0,1,sedan_like,0.0,1,0,Hyundai__Accent
Toyota,Progres,2007,Седан,бензин,2.5,33000,Автомат,Задний привод,0,1,16,7000000,1998.0,2007.0,0.0,1.0,0.0,9.0,9.0,0,15.76142084987672,0,Актобе,Актюбинская область,regional_center,0,0,19,0,0,1,13_20,0,unknown,0,10.404293143019792,1736.842105263158,7.460399453173134,1,0,1,sedan_like,2.833213344056216,0,1,Toyota__Progres
Chevrolet,Cruze,2014,Седан,бензин,1.6,257000,Механика,Передний привод,1,1,5,2800000,2012.0,2015.0,0.0,0.0,1.0,2.0,3.0,1,14.845130332288226,0,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,хамелеон,1,12.456835254920371,21416.666666666668,9.971971405606295,0,0,0,sedan_like,1.791759469228055,0,0,Chevrolet__Cruze
BMW,530,2025,Седан,бензин,2.0,7900,Автомат,Полный привод,1,1,12,36000000,2023.0,2026.0,1.0,0.0,0.0,2.0,3.0,1,17.399029524198163,1,Павлодар,Павлодарская область,regional_center,0,0,1,1,1,0,0_1,0,unknown,0,8.974744612722734,7900.0,8.974744612722734,0,0,1,sedan_like,2.5649493574615367,0,0,BMW__530
Chevrolet,Cobalt,2021,Седан,бензин,1.5,110000,Автомат,Передний привод,1,1,2,4500000,2020.0,2026.0,1.0,2.0,1.0,1.0,6.0,0,15.319588176962746,0,Астана,Акмолинская область,tier_1,1,0,5,0,0,0,4_7,0,белый,1,11.608244735642321,22000.0,9.99884318585288,0,0,1,sedan_like,1.0986122886681096,1,0,Chevrolet__Cobalt
Audi,A8,2012,Седан,бензин,3.0,100000,Автомат,Полный привод,1,1,49,12750000,2009.0,2014.0,0.0,3.0,0.0,3.0,5.0,0,16.36104190800008,1,Алматы,Алматинская область,tier_1,1,0,14,0,0,0,13_20,1,синий,1,11.51293546492023,7142.857142857143,8.874008125555884,0,0,1,sedan_like,3.912023005428146,0,1,Audi__A8
Mercedes-Benz,S 500,2009,Седан,бензин,5.5,277000,Автомат,Полный привод,1,1,6,8000000,2009.0,2013.0,0.0,0.0,1.0,0.0,4.0,1,15.894952224644102,1,Астана,Акмолинская область,tier_1,1,0,17,0,0,1,13_20,0,черный,1,12.531776395271262,16294.117647058823,9.69862081107124,0,0,1,sedan_like,1.9459101490553132,0,0,Mercedes-Benz__S 500
Lexus,LX 570,2019,Внедорожник,бензин,5.7,146000,Автомат,Полный привод,1,1,12,47500000,2015.0,2026.0,1.0,3.0,1.0,4.0,11.0,0,17.6762402900575,1,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,0,unknown,0,11.891368749982085,20857.14285714286,9.945499695691305,0,0,1,suv_like,2.5649493574615367,0,0,Lexus__LX 570
Hyundai,Sonata,2009,Седан,газ,2.0,390000,Автомат,Передний привод,1,1,7,4300000,2009.0,2014.0,0.0,6.0,0.0,0.0,5.0,0,15.274125813221904,0,Алматы,Алматинская область,tier_1,1,0,17,0,0,1,13_20,1,черный,1,12.873904582205107,22941.176470588234,10.040732262843198,0,0,1,sedan_like,2.0794415416798357,0,0,Hyundai__Sonata
Lexus,GS 300,1994,Седан,бензин,3.0,580000,Автомат,Задний привод,1,1,7,2500000,1993.0,1997.0,0.0,1.0,0.0,1.0,4.0,0,14.731801689838349,1,Астана,Акмолинская область,tier_1,1,0,32,0,0,1,20_plus,1,серебристый,1,13.270785106659046,18125.0,9.805102650614726,0,0,1,sedan_like,2.0794415416798357,0,0,Lexus__GS 300
Kia,K5,2012,Седан,бензин,2.0,123522,Автомат,Передний привод,1,1,24,8200000,2010.0,2013.0,0.0,1.0,0.0,2.0,3.0,0,15.919644834185693,0,Кызылорда,Кызылординская область,regional_center,0,0,14,0,0,0,13_20,0,белый,1,11.724182652528432,8823.0,9.085230560933338,0,0,1,sedan_like,3.2188758248682006,0,1,Kia__K5
Hyundai,Tucson,2020,Кроссовер,бензин,2.0,95000,Автомат,Передний привод,1,1,17,10300000,2018.0,2021.0,0.0,3.0,1.0,2.0,3.0,0,16.14765455028724,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,1,серый,1,11.461642696843066,15833.333333333334,9.669935857254984,0,0,1,suv_like,2.8903717578961645,0,1,Hyundai__Tucson
Lexus,RX 350,2010,Кроссовер,бензин,3.5,244000,Автомат,Полный привод,1,1,11,10700000,2008.0,2012.0,0.0,3.0,0.0,2.0,4.0,0,16.185754392890075,1,Астана,Акмолинская область,tier_1,1,0,16,0,0,1,13_20,1,белый,1,12.404927602627597,15250.0,9.632400353656184,0,0,1,suv_like,2.4849066497880004,0,0,Lexus__RX 350
Lexus,NX 300,2020,Кроссовер,бензин,2.0,62000,Автомат,Передний привод,1,1,29,15300000,2017.0,2026.0,1.0,1.0,1.0,3.0,9.0,0,16.54336345172214,1,Караганда,Карагандинская область,regional_center,0,0,6,0,0,0,4_7,1,белый,1,11.034905792929415,10333.333333333334,9.243226964310402,0,0,1,suv_like,3.4011973816621555,0,1,Lexus__NX 300
Lexus,GS 300,2006,Седан,бензин,3.0,264000,Автомат,Задний привод,1,1,4,6100000,2004.0,2007.0,0.0,3.0,0.0,2.0,3.0,0,15.623799493077952,1,Шымкент,Туркестанская область,tier_2,1,0,20,0,0,1,13_20,0,серебристый,1,12.483708170000067,13200.0,9.488047863280759,0,0,1,sedan_like,1.6094379124341003,0,0,Lexus__GS 300
Chevrolet,Niva,2015,Внедорожник,бензин,1.7,282000,Механика,Полный привод,1,1,4,2500000,2009.0,2026.0,1.0,1.0,1.0,6.0,17.0,0,14.731801689838349,0,Атырау,Атырауская область,regional_center,0,0,11,0,0,0,8_12,0,unknown,0,12.549665896013254,25636.363636363636,10.151806083453321,0,0,0,suv_like,1.6094379124341003,0,0,Chevrolet__Niva
Hyundai,Avante,2022,Седан,бензин,1.6,75122,Автомат,Передний привод,1,1,19,10333000,2020.0,2023.0,0.0,7.0,0.0,2.0,3.0,0,16.1508533119738,0,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,серый,1,11.226882049186957,18780.5,9.840627621777113,0,0,1,sedan_like,2.995732273553991,0,1,Hyundai__Avante
Chevrolet,Nexia,2022,Седан,бензин,1.5,102000,Механика,Передний привод,1,1,6,3900000,2020.0,2026.0,1.0,1.0,0.0,2.0,6.0,0,15.176487367510099,0,Каркаралинск,Карагандинская область,other_city,0,0,4,0,0,0,4_7,0,белый,1,11.532737896139919,25500.0,10.146472946063877,0,0,0,sedan_like,1.9459101490553132,0,0,Chevrolet__Nexia
Lexus,RX 300,2005,Кроссовер,бензин,3.0,280000,Автомат,Полный привод,1,1,12,8100000,2003.0,2006.0,0.0,2.0,0.0,2.0,3.0,0,15.90737474309945,1,Актобе,Актюбинская область,regional_center,0,0,21,0,0,1,20_plus,1,серебристый,1,12.54254845357358,13333.333333333334,9.498097441615604,0,0,1,suv_like,2.5649493574615367,0,0,Lexus__RX 300
Hyundai,Tucson,2019,Кроссовер,дизель,2.0,136538,Автомат,Полный привод,1,1,4,7900000,2018.0,2021.0,0.0,3.0,1.0,1.0,3.0,0,15.882373444019521,0,Шымкент,Туркестанская область,tier_2,1,0,7,0,0,0,4_7,1,синий,1,11.824365567084312,19505.428571428572,9.878499360552185,0,0,1,suv_like,1.6094379124341003,0,0,Hyundai__Tucson
Kia,Cerato,2024,Седан,бензин,2.0,29000,Автомат,Передний привод,1,1,15,10500000,2021.0,2026.0,1.0,4.0,1.0,3.0,5.0,0,16.166885910365842,0,Алматы,Алматинская область,tier_1,1,0,2,0,1,0,2_3,1,черный,1,10.275085591132715,14500.0,9.581972891547895,0,0,1,sedan_like,2.772588722239781,0,1,Kia__Cerato
Lexus,LX 570,2018,Внедорожник,бензин,5.7,80000,Автомат,Полный привод,1,1,8,49000000,2015.0,2026.0,1.0,3.0,1.0,3.0,11.0,0,17.707330876483063,1,Астана,Акмолинская область,tier_1,1,0,8,0,0,0,8_12,1,черный,1,11.289794413577894,10000.0,9.210440366976517,0,0,1,suv_like,2.1972245773362196,0,0,Lexus__LX 570
Hyundai,Tucson,2019,Кроссовер,бензин,2.0,77715,Автомат,Полный привод,1,1,32,10290000,2015.0,2019.0,0.0,3.0,0.0,4.0,4.0,0,16.14668320499196,0,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,0,unknown,0,11.260816435363003,11102.142857142857,9.31498348750692,0,0,1,suv_like,3.4965075614664802,0,1,Hyundai__Tucson
Lexus,RX 350,2006,Кроссовер,бензин,3.5,282000,Автомат,Полный привод,1,1,31,6800000,2005.0,2009.0,0.0,2.0,1.0,1.0,4.0,0,15.732433317205148,1,Астана,Акмолинская область,tier_1,1,0,20,0,0,1,13_20,1,синий,1,12.549665896013254,14100.0,9.55400099583723,0,0,1,suv_like,3.4657359027997265,0,1,Lexus__RX 350
BMW,328,1999,Седан,бензин,2.8,240000,Автомат,Задний привод,1,1,38,4300000,1998.0,2003.0,0.0,0.0,0.0,1.0,5.0,1,15.274125813221904,1,Алматы,Алматинская область,tier_1,1,0,27,0,0,1,20_plus,1,серебристый,1,12.388398368982115,8888.888888888889,9.092669829992149,0,0,1,sedan_like,3.6635616461296463,0,1,BMW__328
Kia,Sportage,2025,Кроссовер,бензин,2.0,7932,Автомат,Передний привод,1,1,25,13500000,2024.0,2026.0,1.0,5.0,1.0,1.0,2.0,0,16.41820031748273,0,Астана,Акмолинская область,tier_1,1,0,1,1,1,0,0_1,1,зеленый,1,8.978786553302003,7932.0,8.978786553302003,0,0,1,suv_like,3.258096538021482,0,1,Kia__Sportage
Audi,A6,1997,Седан,бензин,2.4,270000,Автомат,Передний привод,1,1,22,3900000,1997.0,2001.0,0.0,0.0,0.0,0.0,4.0,1,15.176487367510099,1,Шахтинск,Карагандинская область,other_city,0,0,29,0,0,1,20_plus,1,серебристый,1,12.506180941677357,9310.344827586207,9.138988809633682,0,0,1,sedan_like,3.1354942159291497,0,1,Audi__A6
Hyundai,Sonata,2015,Седан,бензин,2.0,122000,Автомат,Передний привод,1,1,17,8900000,2014.0,2017.0,0.0,7.0,0.0,1.0,3.0,0,16.001561947061912,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,белый,1,11.711784520403112,11090.90909090909,9.313971210786926,0,0,1,sedan_like,2.8903717578961645,0,1,Hyundai__Sonata
Chevrolet,Cobalt,2023,Седан,бензин,1.5,44000,Автомат,Передний привод,1,1,7,4900000,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,15.404745967162468,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,1,белый,1,10.691967639914864,14666.666666666666,9.593400803726196,0,0,1,sedan_like,2.0794415416798357,0,0,Chevrolet__Cobalt
Toyota,Land Cruiser,2023,Внедорожник,бензин,3.5,74220,Автомат,Полный привод,1,1,24,54980000,2021.0,2026.0,1.0,0.0,0.0,2.0,5.0,1,17.822480058889806,0,Талдыкорган,Жетысуская область,regional_center,0,0,3,0,1,0,2_3,1,белый,1,11.21480240798111,24740.0,10.116217065501464,0,0,1,suv_like,3.2188758248682006,0,1,Toyota__Land Cruiser
Audi,80,1992,Седан,бензин,2.0,300000,Механика,Передний привод,1,1,11,2000000,1991.0,1996.0,0.0,0.0,0.0,1.0,5.0,1,14.508658238524095,1,Тараз,Жамбылская область,regional_center,0,0,34,0,0,1,20_plus,1,вишня,1,12.611541086966115,8823.529411764706,9.085290555933772,0,0,0,sedan_like,2.4849066497880004,0,0,Audi__80
BMW,540,2018,Седан,бензин,3.0,87000,Автомат,Задний привод,1,1,24,16400000,2016.0,2020.0,0.0,0.0,0.0,2.0,4.0,1,16.612791953770035,1,Уральск,Западно-Казахстанская область,regional_center,0,0,8,0,0,0,8_12,1,черный,1,11.373674891823535,10875.0,9.294313805752362,0,0,1,sedan_like,3.2188758248682006,0,1,BMW__540
Chevrolet,Monza,2023,Седан,бензин,1.5,20000,Робот,Передний привод,1,1,6,6400000,2022.0,2026.0,1.0,2.0,1.0,1.0,4.0,0,15.671808704579888,0,Астана,Акмолинская область,tier_1,1,0,3,0,1,0,2_3,1,серый,1,9.90353755128617,6666.666666666667,8.805025252619144,0,0,1,sedan_like,1.9459101490553132,0,0,Chevrolet__Monza
Toyota,Camry,2020,Седан,бензин,2.5,93101,Автомат,Передний привод,1,1,28,14390000,2017.0,2021.0,0.0,0.0,0.0,3.0,4.0,1,16.482044148356252,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,0,белый,1,11.441450945311539,15516.833333333334,9.649745179180554,0,0,1,sedan_like,3.367295829986474,0,1,Toyota__Camry
Lexus,LX 570,2019,Внедорожник,бензин,5.7,120000,Автомат,Полный привод,1,1,5,60000000,2015.0,2026.0,1.0,3.0,1.0,4.0,11.0,0,17.909855136853043,1,Шымкент,Туркестанская область,tier_2,1,0,7,0,0,0,4_7,0,unknown,0,11.695255355062795,17142.85714285714,9.74939520434088,0,0,1,suv_like,1.791759469228055,0,0,Lexus__LX 570
Hyundai,Grandeur,2011,Седан,бензин,3.0,149000,Автомат,Передний привод,1,1,17,8500000,2011.0,2016.0,0.0,0.0,0.0,0.0,5.0,1,15.955576839107596,0,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,1,черный,1,11.91170829631447,9933.333333333334,9.203752049899327,0,0,1,sedan_like,2.8903717578961645,0,1,Hyundai__Grandeur
Audi,A6,1994,Седан,бензин,2.6,420000,Механика,Передний привод,1,1,4,2500000,1994.0,1997.0,0.0,0.0,0.0,0.0,3.0,1,14.731801689838349,1,Костанай,Костанайская область,regional_center,0,0,32,0,0,1,20_plus,1,зеленый,1,12.948012371209098,13125.0,9.482350275033667,0,0,0,sedan_like,1.6094379124341003,0,0,Audi__A6
Mercedes-Benz,E 230,1991,Седан,бензин,2.3,432000,Автомат,Задний привод,1,1,9,2555000,1987.0,1993.0,0.0,0.0,1.0,4.0,6.0,1,14.753563173009297,1,Алматы,Алматинская область,tier_1,1,0,35,0,0,1,20_plus,1,серебристый,1,12.976183182038383,12342.857142857143,9.42091382097353,0,0,1,sedan_like,2.302585092994046,0,0,Mercedes-Benz__E 230
Audi,A6,1998,Седан,бензин,2.8,100000,Автомат,Полный привод,1,1,7,3100000,1997.0,2001.0,0.0,0.0,0.0,1.0,4.0,1,14.946912992035967,1,Астана,Акмолинская область,tier_1,1,0,28,0,0,1,20_plus,0,синий,1,11.51293546492023,3571.4285714285716,8.18100091560234,1,0,1,sedan_like,2.0794415416798357,0,0,Audi__A6
Kia,Soul,2022,Хэтчбек,бензин,2.0,80796,Автомат,Передний привод,1,1,12,8000000,2019.0,2026.0,1.0,3.0,0.0,3.0,7.0,0,15.894952224644102,0,Семей,Абайская область,regional_center,0,0,4,0,0,0,4_7,0,unknown,0,11.299695115107028,20199.0,9.913437883389296,0,0,1,compact_wagon,2.5649493574615367,0,0,Kia__Soul
Toyota,Camry,2005,Седан,бензин,2.4,380000,Автомат,Передний привод,1,1,11,5700000,2004.0,2006.0,0.0,0.0,1.0,1.0,2.0,1,15.555976908243359,0,Алматы,Алматинская область,tier_1,1,0,21,0,0,1,20_plus,0,черный,1,12.847929163278053,18095.238095238095,9.803459355610089,0,0,1,sedan_like,2.4849066497880004,0,0,Toyota__Camry
Toyota,Camry,2009,Седан,бензин,2.5,434160,Автомат,Передний привод,1,1,16,6500000,2009.0,2011.0,0.0,0.0,1.0,0.0,2.0,1,15.687312888712007,0,Актау,Мангистауская область,regional_center,0,0,17,0,0,1,13_20,0,белый,1,12.981170712032958,25538.823529411766,10.147994219985986,0,0,1,sedan_like,2.833213344056216,0,1,Toyota__Camry
Audi,A8,2012,Седан,бензин,4.0,139710,Автомат,Полный привод,1,1,11,16500000,2009.0,2014.0,0.0,3.0,0.0,3.0,5.0,0,16.61887099947687,1,Алматы,Алматинская область,tier_1,1,0,14,0,0,0,13_20,0,unknown,0,11.84733128230269,9979.285714285714,9.20836699758166,0,0,1,sedan_like,2.4849066497880004,0,0,Audi__A8
Toyota,Camry,2020,Седан,бензин,2.5,86920,Автомат,Передний привод,1,1,6,10100000,2017.0,2021.0,0.0,0.0,0.0,3.0,4.0,1,16.128046080821385,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,1,серебристый,1,11.372754939136215,14486.666666666666,9.581052991752097,0,0,1,sedan_like,1.9459101490553132,0,0,Toyota__Camry
BMW,520,1996,Седан,бензин,2.0,495000,Механика,Задний привод,1,1,2,2500000,1995.0,2000.0,0.0,0.0,0.0,1.0,5.0,1,14.731801689838349,1,Астана,Акмолинская область,tier_1,1,0,30,0,0,1,20_plus,0,синий,1,13.112315061750808,16500.0,9.711176264112805,0,0,0,sedan_like,1.0986122886681096,1,0,BMW__520
Audi,A6,2000,Седан,бензин,2.4,250000,Механика,Передний привод,1,1,10,2800000,1997.0,2001.0,0.0,0.0,0.0,3.0,4.0,1,14.845130332288226,1,Астана,Акмолинская область,tier_1,1,0,26,0,0,1,20_plus,1,синий,1,12.429220196836383,9615.384615384615,9.171223653415277,0,0,0,sedan_like,2.3978952727983707,0,0,Audi__A6
Lexus,LX 570,2012,Внедорожник,бензин,5.7,74000,Автомат,Полный привод,1,1,16,26500000,2012.0,2015.0,0.0,3.0,1.0,0.0,3.0,0,17.0926553286923,1,Шымкент,Туркестанская область,tier_2,1,0,14,0,0,0,13_20,0,белый,1,11.211833885608513,5285.714285714285,8.57295221386622,0,0,1,suv_like,2.833213344056216,0,1,Lexus__LX 570
Mercedes-Benz,E 400,2014,Седан,бензин,3.0,200000,Автомат,Полный привод,1,1,13,16500000,2013.0,2017.0,0.0,0.0,1.0,1.0,4.0,1,16.61887099947687,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,белый,1,12.206077645517674,16666.666666666668,9.721225993942246,0,0,1,sedan_like,2.639057329615259,0,0,Mercedes-Benz__E 400
Lexus,GS 300,2008,Седан,бензин,3.0,180000,Автомат,Задний привод,1,1,3,6000000,2007.0,2011.0,0.0,3.0,1.0,1.0,4.0,0,15.607270193858982,1,Байконыр,Кызылординская область,other_city,0,0,18,0,0,1,13_20,1,черный,1,12.100717685412471,10000.0,9.210440366976517,0,0,1,sedan_like,1.3862943611198906,1,0,Lexus__GS 300
Audi,A7,2022,Лифтбек,бензин,2.0,4300,Робот,Полный привод,1,1,15,37500000,2018.0,2026.0,1.0,2.0,0.0,4.0,8.0,0,17.439851517607305,1,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,1,белый,1,8.366602832783736,1075.0,6.98100574072173,1,0,1,sedan_like,2.772588722239781,0,1,Audi__A7
Toyota,Sienna,2007,Минивэн,бензин,3.5,85000,Автомат,Передний привод,1,1,6,6999999,2005.0,2010.0,0.0,2.0,1.0,2.0,5.0,0,15.761420707019587,0,Актобе,Актюбинская область,regional_center,0,0,19,0,0,1,13_20,0,unknown,0,11.350418300109132,4473.684210526316,8.4061910607388,1,0,1,van_like,1.9459101490553132,0,0,Toyota__Sienna
Toyota,Camry,2003,Седан,бензин,2.4,500000,Автомат,Передний привод,1,1,20,4444444,2001.0,2004.0,0.0,0.0,0.0,2.0,3.0,1,15.307165559741984,0,Караганда,Карагандинская область,regional_center,0,0,23,0,0,1,20_plus,1,белый,1,13.122365377402328,21739.130434782608,9.986915160417212,0,0,1,sedan_like,3.044522437723423,0,1,Toyota__Camry
Lexus,ES 350,2022,Седан,бензин,3.5,30000,Автомат,Передний привод,1,1,15,25000000,2018.0,2026.0,1.0,7.0,0.0,4.0,8.0,0,17.034386422832473,1,Алматы,Алматинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,10.308985993422082,7500.0,8.922791623969637,0,0,1,sedan_like,2.772588722239781,0,1,Lexus__ES 350
BMW,X6,2011,Кроссовер,бензин,3.0,133000,Автомат,Полный привод,1,1,8,12999999,2007.0,2012.0,0.0,0.0,0.0,4.0,5.0,1,16.38045991542581,1,Алматы,Алматинская область,tier_1,1,0,15,0,0,1,13_20,1,красный,1,11.798111925972618,8866.666666666666,9.09016698169716,0,0,1,suv_like,2.1972245773362196,0,0,BMW__X6
Mercedes-Benz,CLA 250,2014,Седан,бензин,2.0,132000,Робот,Полный привод,1,1,18,8150000,2013.0,2016.0,0.0,0.0,0.0,1.0,3.0,1,15.913528607916424,1,Петропавловск,Северо-Казахстанская область,regional_center,0,0,12,0,0,0,8_12,0,красный,1,11.790564777297387,11000.0,9.305741456739435,0,0,1,sedan_like,2.9444389791664403,0,1,Mercedes-Benz__CLA 250
BMW,525,1995,Седан,бензин,2.5,253855,Механика,Задний привод,1,1,9,3200000,1988.0,1996.0,0.0,0.0,0.0,7.0,8.0,1,14.978661680269907,1,Шымкент,Туркестанская область,tier_2,1,0,31,0,0,1,20_plus,1,хамелеон,1,12.44452245610173,8188.870967741936,9.010653421868541,0,0,0,sedan_like,2.302585092994046,0,0,BMW__525
Mercedes-Benz,S 400,2014,Седан,бензин,3.0,169000,Автомат,Полный привод,1,1,22,23500000,2013.0,2017.0,0.0,0.0,0.0,1.0,4.0,1,16.97251102166758,1,Алматы,Алматинская область,tier_1,1,0,12,0,0,0,8_12,0,белый,1,12.037659911047468,14083.333333333334,9.552818347513568,0,0,1,sedan_like,3.1354942159291497,0,1,Mercedes-Benz__S 400
Hyundai,Elantra,2013,Седан,бензин,1.8,135000,Автомат,Передний привод,1,0,11,3300000,2013.0,2016.0,0.0,5.0,1.0,0.0,3.0,0,15.009433329466965,0,Актау,Мангистауская область,regional_center,0,0,13,0,0,0,13_20,0,бордовый,1,11.813037464800539,10384.615384615385,9.248176991619136,0,0,1,sedan_like,2.4849066497880004,0,0,Hyundai__Elantra
Audi,A6,2001,Седан,бензин,2.7,193000,Автомат,Полный привод,1,1,9,2500000,2001.0,2005.0,0.0,0.0,1.0,0.0,4.0,1,14.731801689838349,1,Павлодар,Павлодарская область,regional_center,0,0,25,0,0,1,20_plus,0,серебристый,1,12.170450649220749,7720.0,8.951699168308815,0,0,1,sedan_like,2.302585092994046,0,0,Audi__A6
BMW,520,1995,Седан,бензин,2.5,350000,Автомат,Задний привод,1,1,7,3000000,1988.0,1996.0,0.0,0.0,0.0,7.0,8.0,1,14.914123179965662,1,Жанаозен,Мангистауская область,other_city,0,0,31,0,0,1,20_plus,0,unknown,0,12.765691290604371,11290.322580645161,9.331789796486804,0,0,1,sedan_like,2.0794415416798357,0,0,BMW__520
BMW,X5,2009,Кроссовер,бензин,3.0,397000,Автомат,Полный привод,1,1,6,8500000,2006.0,2010.0,0.0,0.0,0.0,3.0,4.0,1,15.955576839107596,1,Актау,Мангистауская область,regional_center,0,0,17,0,0,1,13_20,1,черный,1,12.891694078557842,23352.941176470587,10.058521035855001,0,0,1,suv_like,1.9459101490553132,0,0,BMW__X5
Audi,A8,2006,Седан,бензин,6.0,250000,Автомат,Полный привод,1,1,20,6500000,2005.0,2007.0,0.0,2.0,1.0,1.0,2.0,0,15.687312888712007,1,Алматы,Алматинская область,tier_1,1,0,20,0,0,1,13_20,0,unknown,0,12.429220196836383,12500.0,9.433563920090563,0,0,1,sedan_like,3.044522437723423,0,1,Audi__A8
Mercedes-Benz,G 320,1992,Внедорожник,бензин,3.2,450000,Автомат,Полный привод,1,1,6,7800000,1990.0,2006.0,0.0,0.0,0.0,2.0,16.0,1,15.86963441986494,1,Астана,Акмолинская область,tier_1,1,0,34,0,0,1,20_plus,1,черный,1,13.017005083966255,13235.29411764706,9.49071788983172,0,0,1,suv_like,1.9459101490553132,0,0,Mercedes-Benz__G 320
BMW,X5,2024,Кроссовер,бензин,3.0,85000,Автомат,Полный привод,1,1,13,47700000,2023.0,2026.0,1.0,0.0,1.0,1.0,3.0,1,17.68044197682293,1,Астана,Акмолинская область,tier_1,1,0,2,0,1,0,2_3,0,серый,1,11.350418300109132,42500.0,10.657282884047461,0,1,1,suv_like,2.639057329615259,0,0,BMW__X5
Toyota,Corolla,2020,Седан,бензин,1.6,37700,Вариатор,Передний привод,1,1,15,8800000,2019.0,2026.0,1.0,0.0,0.0,1.0,7.0,1,15.990262393084793,0,Астана,Акмолинская область,tier_1,1,0,6,0,0,0,4_7,1,белый,1,10.537441898283253,6283.333333333333,8.745815042738473,0,0,1,sedan_like,2.772588722239781,0,1,Toyota__Corolla
Kia,Rio X-Line,2021,Хэтчбек,бензин,1.6,102000,Автомат,Передний привод,1,1,4,7900000,2017.0,2021.0,0.0,1.0,0.0,4.0,4.0,0,15.882373444019521,0,Астана,Акмолинская область,tier_1,1,0,5,0,0,0,4_7,1,белый,1,11.532737896139919,20400.0,9.923339198238729,0,0,1,compact_wagon,1.6094379124341003,0,0,Kia__Rio X-Line
Audi,S8,2012,Седан,бензин,4.0,56000,Автомат,Полный привод,1,1,18,33500000,2012.0,2013.0,0.0,3.0,0.0,0.0,1.0,0,17.32705602664604,1,Астана,Акмолинская область,tier_1,1,0,14,0,0,0,13_20,1,черный,1,10.933124826700707,4000.0,8.294299608857235,1,0,1,sedan_like,2.9444389791664403,0,1,Audi__S8
Mercedes-Benz,C 200,2019,Универсал,бензин,1.5,65000,Автомат,Задний привод,1,1,36,18500000,2018.0,2021.0,0.0,0.0,1.0,1.0,3.0,1,16.733281344102608,1,Алматы,Алматинская область,tier_1,1,0,7,0,0,0,4_7,0,черный,1,11.082157933374816,9285.714285714286,9.136340086331753,0,0,1,compact_wagon,3.6109179126442243,0,1,Mercedes-Benz__C 200
Toyota,Camry,2019,Седан,бензин,2.5,60000,Автомат,Передний привод,1,1,5,12600000,2017.0,2021.0,0.0,0.0,0.0,2.0,4.0,1,16.349207451286784,0,Астана,Акмолинская область,tier_1,1,0,7,0,0,0,4_7,0,черный,1,11.002116507732017,8571.42857142857,9.056306352010564,0,0,1,sedan_like,1.791759469228055,0,0,Toyota__Camry
