brand,model,year,body_type,fuel_type,engine_volume,mileage,transmission,drive_type,steering_wheel,kz_registration,imgs_count,price,g_start_year,g_end_year,g_is_current,g_number,g_is_restyling,g_age_car_release,g_span,generation_number_missing,target_log_price,is_premium,city_name,region,city_tier,is_big_city,is_electric,car_age,is_new_car,is_recent_car,is_old_car,age_bucket,is_metallic,base_color,color_known,log_mileage,mileage_per_year,log_mileage_per_year,has_low_mileage,has_high_mileage,is_automatic_like,body_segment,log_imgs_count,has_few_photos,has_many_photos,brand_model
BMW,325,2006,Седан,бензин,2.5,190500,Автомат,Задний привод,1,1,4,8500000,2004.0,2010.0,0.0,0.0,0.0,2.0,6.0,1,15.955576839107596,1,Алматы,Алматинская область,tier_1,1,0,20,0,0,1,13_20,0,белый,1,12.157412722878947,9525.0,9.161780181360806,0,0,1,sedan_like,1.6094379124341003,0,0,BMW__325
Chevrolet,Nexia,2022,Седан,бензин,1.5,65000,Автомат,Передний привод,1,1,10,4400000,2020.0,2026.0,1.0,1.0,0.0,2.0,6.0,0,15.29711532616119,0,Шымкент,Туркестанская область,tier_2,1,0,4,0,0,0,4_7,1,белый,1,11.082157933374816,16250.0,9.69590972432601,0,0,1,sedan_like,2.3978952727983707,0,0,Chevrolet__Nexia
Hyundai,Grandeur,2017,Седан,газ,3.0,100000,Автомат,Передний привод,1,1,7,9000000,2016.0,2019.0,0.0,0.0,0.0,1.0,3.0,1,16.012735246411598,0,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,1,черный,1,11.51293546492023,11111.111111111111,9.315790883584253,0,0,1,sedan_like,2.0794415416798357,0,0,Hyundai__Grandeur
Lexus,LX 570,2009,Внедорожник,бензин,5.7,420000,Автомат,Полный привод,1,1,12,15500000,2007.0,2012.0,0.0,3.0,0.0,2.0,5.0,0,16.5563506464056,1,Алматы,Алматинская область,tier_1,1,0,17,0,0,1,13_20,1,черный,1,12.948012371209098,24705.882352941175,10.114837121574672,0,0,1,suv_like,2.5649493574615367,0,0,Lexus__LX 570
Hyundai,Sonata,2019,Седан,бензин,2.4,184000,Автомат,Передний привод,1,1,14,5600000,2017.0,2022.0,0.0,7.0,1.0,2.0,5.0,0,15.53827733427679,0,Сарыагаш,Туркестанская область,other_city,0,0,7,0,0,0,4_7,0,белый,1,12.122696471358964,26285.714285714286,10.176818930290436,0,0,1,sedan_like,2.70805020110221,0,0,Hyundai__Sonata
Chevrolet,Niva,2008,Внедорожник,бензин,1.7,280000,Механика,Полный привод,1,1,19,2500000,2002.0,2009.0,0.0,1.0,0.0,6.0,7.0,0,14.731801689838349,0,Астана,Акмолинская область,tier_1,1,0,18,0,0,1,13_20,0,черный,1,12.54254845357358,15555.555555555555,9.65223740790327,0,0,0,suv_like,2.995732273553991,0,1,Chevrolet__Niva
Kia,Sportage,2021,Кроссовер,бензин,2.0,91000,Автомат,Полный привод,1,1,10,9500000,2018.0,2026.0,1.0,4.0,1.0,3.0,8.0,0,16.066802461833923,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,1,белый,1,11.418625774449598,18200.0,9.809231816610408,0,0,1,suv_like,2.3978952727983707,0,0,Kia__Sportage
BMW,540,2017,Седан,бензин,3.0,140000,Автомат,Задний привод,1,1,12,21700000,2016.0,2020.0,0.0,0.0,0.0,1.0,4.0,1,16.892822864593636,1,Шымкент,Туркестанская область,tier_2,1,0,9,0,0,0,8_12,1,серый,1,11.849404844423074,15555.555555555555,9.65223740790327,0,0,1,sedan_like,2.5649493574615367,0,0,BMW__540
Lexus,RX 450h,2014,Кроссовер,гибрид,3.5,140000,Вариатор,Полный привод,1,1,12,15000000,2012.0,2015.0,0.0,3.0,1.0,2.0,3.0,0,16.52356082573315,1,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,12,0,0,0,8_12,0,unknown,0,11.849404844423074,11666.666666666666,9.364576762415895,0,0,1,suv_like,2.5649493574615367,0,0,Lexus__RX 450h
Audi,A6,2004,Седан,бензин,2.7,80000,Механика,Полный привод,1,1,7,6000000,2001.0,2005.0,0.0,0.0,1.0,3.0,4.0,1,15.607270193858982,1,Алматы,Алматинская область,tier_1,1,0,22,0,0,1,20_plus,0,черный,1,11.289794413577894,3636.3636363636365,8.199014422492134,1,0,0,sedan_like,2.0794415416798357,0,0,Audi__A6
Chevrolet,Onix,2023,Седан,бензин,1.2,34000,Автомат,Передний привод,1,1,11,5500000,2019.0,2026.0,1.0,2.0,0.0,4.0,7.0,0,15.520258832020865,0,Кокшетау,Акмолинская область,regional_center,0,0,3,0,1,0,2_3,0,серебристый,1,10.434145214930487,11333.333333333334,9.335591746331803,0,0,1,sedan_like,2.4849066497880004,0,0,Chevrolet__Onix
Chevrolet,Lacetti,2007,Хэтчбек,бензин,1.6,230106,Механика,Передний привод,1,1,4,2000000,2004.0,2013.0,0.0,1.0,0.0,3.0,9.0,0,14.508658238524095,0,Шымкент,Туркестанская область,tier_2,1,0,19,0,0,1,13_20,0,unknown,0,12.346299697116576,12110.842105263158,9.40193893936894,0,0,0,compact_wagon,1.6094379124341003,0,0,Chevrolet__Lacetti
Mercedes-Benz,C 180,1993,Седан,бензин,1.8,317000,Механика,Задний привод,1,1,20,3500000,1993.0,1997.0,0.0,0.0,0.0,0.0,4.0,1,15.068273812173887,1,Павлодар,Павлодарская область,regional_center,0,0,33,0,0,1,20_plus,1,бирюзовый,1,12.666660207428574,9606.060606060606,9.170253586921183,0,0,0,sedan_like,3.044522437723423,0,1,Mercedes-Benz__C 180
Audi,A6,1997,Универсал,бензин,2.6,350000,Автомат,Передний привод,1,1,12,5000000,1994.0,1997.0,0.0,0.0,0.0,3.0,3.0,1,15.424948670398354,1,Шымкент,Туркестанская область,tier_2,1,0,29,0,0,1,20_plus,0,unknown,0,12.765691290604371,12068.965517241379,9.398475457189516,0,0,1,compact_wagon,2.5649493574615367,0,0,Audi__A6
Lexus,ES 300h,2014,Седан,гибрид,2.5,141504,Вариатор,Передний привод,1,1,39,9500000,2012.0,2015.0,0.0,6.0,0.0,2.0,3.0,0,16.066802461833923,1,Атырау,Атырауская область,regional_center,0,0,12,0,0,0,8_12,1,серый,1,11.860090331130184,11792.0,9.37526141408997,0,0,1,sedan_like,3.6888794541139363,0,1,Lexus__ES 300h
Mercedes-Benz,SL 500,2005,Родстер,бензин,5.0,215000,Автомат,Задний привод,1,1,14,13000000,2001.0,2006.0,0.0,0.0,0.0,4.0,5.0,1,16.380459992348886,1,Астана,Акмолинская область,tier_1,1,0,21,0,0,1,20_plus,0,белый,1,12.278397958261774,10238.095238095239,9.233968539035146,0,0,1,sport_open,2.70805020110221,0,0,Mercedes-Benz__SL 500
Mercedes-Benz,Viano,2013,Минивэн,дизель,2.2,214000,Автомат,Задний привод,1,1,15,10000000,2010.0,2015.0,0.0,0.0,1.0,3.0,5.0,1,16.118095750958314,1,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,1,черный,1,12.273735966890268,16461.53846153846,9.708842682360938,0,0,1,van_like,2.772588722239781,0,1,Mercedes-Benz__Viano
Lexus,ES 250,2015,Седан,бензин,2.5,178000,Автомат,Передний привод,1,0,12,7800000,2012.0,2015.0,0.0,6.0,0.0,3.0,3.0,0,15.86963441986494,1,Атырау,Атырауская область,regional_center,0,0,11,0,0,0,8_12,1,черный,1,12.08954444723597,16181.818181818182,9.691705352319259,0,0,1,sedan_like,2.5649493574615367,0,0,Lexus__ES 250
Chevrolet,Cruze,2014,Седан,бензин,1.8,250000,Автомат,Передний привод,1,1,11,3570000,2012.0,2015.0,0.0,0.0,1.0,2.0,3.0,1,15.088076433867828,0,Уральск,Западно-Казахстанская область,regional_center,0,0,12,0,0,0,8_12,0,unknown,0,12.429220196836383,20833.333333333332,9.94435754590442,0,0,1,sedan_like,2.4849066497880004,0,0,Chevrolet__Cruze
BMW,530,1995,Седан,бензин,3.0,333333,Механика,Задний привод,1,1,13,2750000,1988.0,1996.0,0.0,0.0,0.0,7.0,8.0,1,14.827111833279051,1,Аксукент,Туркестанская область,other_city,0,0,31,0,0,1,20_plus,0,серебристый,1,12.716900269294165,10752.677419354839,9.283003060579277,0,0,0,sedan_like,2.639057329615259,0,0,BMW__530
Mercedes-Benz,Sprinter,2005,Фургон,дизель,2.2,470000,Механика,Задний привод,1,1,14,13000000,1995.0,2006.0,0.0,0.0,0.0,10.0,11.0,1,16.380459992348886,1,Тараз,Жамбылская область,regional_center,0,0,21,0,0,1,20_plus,0,белый,1,13.060490101343552,22380.95238095238,10.016010215815722,0,0,0,van_like,2.70805020110221,0,0,Mercedes-Benz__Sprinter
Hyundai,Accent,2013,Седан,бензин,1.6,32795,Автомат,Передний привод,1,1,17,3660000,2010.0,2017.0,0.0,4.0,0.0,3.0,7.0,0,15.112973978601556,0,Алматы,Алматинская область,tier_1,1,0,13,0,0,0,13_20,0,белый,1,10.398061835716069,2522.6923076923076,7.833478309610358,1,0,1,sedan_like,2.8903717578961645,0,1,Hyundai__Accent
Hyundai,Tucson,2013,Кроссовер,бензин,2.0,266000,Автомат,Полный привод,1,1,5,5500000,2009.0,2015.0,0.0,2.0,0.0,4.0,6.0,0,15.520258832020865,0,Кызылорда,Кызылординская область,regional_center,0,0,13,0,0,0,13_20,1,серебристый,1,12.491255347155265,20461.53846153846,9.926351101288544,0,0,1,suv_like,1.791759469228055,0,0,Hyundai__Tucson
Toyota,Camry,2015,Седан,бензин,2.5,142000,Автомат,Передний привод,1,1,24,12000000,2014.0,2018.0,0.0,0.0,1.0,1.0,4.0,1,16.300417291085605,0,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,1,белый,1,11.863589378812122,12909.09090909091,9.465764525573517,0,0,1,sedan_like,3.2188758248682006,0,1,Toyota__Camry
Mercedes-Benz,E 230,1995,Седан,бензин,2.3,290000,Механика,Задний привод,1,1,6,2250000,1995.0,1999.0,0.0,0.0,0.0,0.0,4.0,1,14.626441218624949,1,Алматы,Алматинская область,tier_1,1,0,31,0,0,1,20_plus,0,серебристый,1,12.577639650232573,9354.838709677419,9.143755888316205,0,0,0,sedan_like,1.9459101490553132,0,0,Mercedes-Benz__E 230
Hyundai,Tucson,2023,Кроссовер,бензин,2.0,51000,Автомат,Полный привод,1,1,20,14000000,2020.0,2026.0,1.0,4.0,0.0,3.0,6.0,0,16.454567959008102,0,Астана,Акмолинская область,tier_1,1,0,3,0,1,0,2_3,1,черный,1,10.839600519357369,17000.0,9.741027444837728,0,0,1,suv_like,3.044522437723423,0,1,Hyundai__Tucson
Chevrolet,Cobalt,2023,Седан,бензин,1.5,129358,Автомат,Передний привод,1,1,6,4600000,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,15.341567078850604,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,белый,1,11.770346763856235,43119.333333333336,10.671749935917873,0,1,1,sedan_like,1.9459101490553132,0,0,Chevrolet__Cobalt
Audi,A6,2012,Седан,бензин,2.8,229000,Вариатор,Передний привод,1,1,17,7500000,2011.0,2014.0,0.0,0.0,0.0,1.0,3.0,1,15.830413711839864,1,Жаркент,Жетысуская область,other_city,0,0,14,0,0,0,13_20,1,черный,1,12.34148164933907,16357.142857142857,9.702481086423607,0,0,1,sedan_like,2.8903717578961645,0,1,Audi__A6
Audi,100,1991,Седан,бензин,2.3,342703,Механика,Передний привод,1,1,16,2000000,1990.0,1994.0,0.0,4.0,0.0,1.0,4.0,0,14.508658238524095,1,Астана,Акмолинская область,tier_1,1,0,35,0,0,1,20_plus,1,серебристый,1,12.744622379810924,9791.514285714286,9.189373524381331,0,0,0,sedan_like,2.833213344056216,0,1,Audi__100
Audi,A6,1995,Универсал,бензин,2.0,370000,Механика,Передний привод,1,1,16,3300000,1994.0,1997.0,0.0,0.0,0.0,1.0,3.0,1,15.009433329466965,1,Алматы,Алматинская область,tier_1,1,0,31,0,0,1,20_plus,1,бордовый,1,12.821260987319457,11935.483870967742,9.38735486040938,0,0,0,compact_wagon,2.833213344056216,0,1,Audi__A6
Hyundai,Accent,2014,Седан,бензин,1.6,150000,Механика,Передний привод,1,1,10,4800000,2010.0,2017.0,0.0,4.0,0.0,4.0,7.0,0,15.38412668421143,0,Караганда,Карагандинская область,regional_center,0,0,12,0,0,0,8_12,1,серебристый,1,11.918397239722838,12500.0,9.433563920090563,0,0,0,sedan_like,2.3978952727983707,0,0,Hyundai__Accent
Chevrolet,Lacetti,2023,Седан,бензин,1.5,35000,Автомат,Передний привод,1,1,7,6300000,2013.0,2024.0,0.0,1.0,1.0,10.0,11.0,0,15.656060350091908,0,Шымкент,Туркестанская область,tier_2,1,0,3,0,1,0,2_3,1,серебристый,1,10.463131911491967,11666.666666666666,9.364576762415895,0,0,1,sedan_like,2.0794415416798357,0,0,Chevrolet__Lacetti
Toyota,Land Cruiser Prado,2019,Внедорожник,бензин,2.7,72087,Автомат,Полный привод,1,1,23,23690000,2017.0,2020.0,0.0,0.0,1.0,2.0,3.0,1,16.98056361834687,0,Астана,Акмолинская область,tier_1,1,0,7,0,0,0,4_7,0,unknown,0,11.185642873914873,10298.142857142857,9.239815953001816,0,0,1,suv_like,3.1780538303479458,0,1,Toyota__Land Cruiser Prado
BMW,750,2017,Седан,бензин,4.4,145000,Автомат,Задний привод,1,1,3,30000000,2015.0,2019.0,0.0,0.0,0.0,2.0,4.0,1,17.216707972959764,1,Алматы,Алматинская область,tier_1,1,0,9,0,0,0,8_12,1,черный,1,11.884495917930655,16111.111111111111,9.68732651110581,0,0,1,sedan_like,1.3862943611198906,1,0,BMW__750
Kia,K5,2020,Седан,бензин,2.0,175000,Автомат,Передний привод,1,1,6,9700000,2015.0,2021.0,0.0,2.0,0.0,5.0,6.0,0,16.08763654656639,0,Алматы,Алматинская область,tier_1,1,0,6,0,0,0,4_7,0,белый,1,12.07254696717504,29166.666666666668,10.28081606880414,0,0,1,sedan_like,1.9459101490553132,0,0,Kia__K5
Lexus,RX 350,2016,Кроссовер,газ-бензин,3.5,160865,Автомат,Полный привод,1,1,5,14000000,2015.0,2019.0,0.0,4.0,0.0,1.0,4.0,0,16.454567959008102,1,Актау,Мангистауская область,regional_center,0,0,10,0,0,0,8_12,0,синий,1,11.988326999277557,16086.5,9.685797851904383,0,0,1,suv_like,1.791759469228055,0,0,Lexus__RX 350
BMW,X5,2001,Кроссовер,бензин,3.0,320000,Автомат,Полный привод,1,1,16,5300000,1999.0,2003.0,0.0,0.0,0.0,2.0,4.0,1,15.483217567201578,1,Алматы,Алматинская область,tier_1,1,0,25,0,0,1,20_plus,1,синий,1,12.676079399771027,12800.0,9.45727857185611,0,0,1,suv_like,2.833213344056216,0,1,BMW__X5
BMW,X5,2016,Кроссовер,бензин,3.0,229000,Автомат,Полный привод,1,1,8,17000000,2013.0,2018.0,0.0,0.0,0.0,3.0,5.0,1,16.648723960844016,1,Шымкент,Туркестанская область,tier_2,1,0,10,0,0,0,8_12,1,белый,1,12.34148164933907,22900.0,10.038935856711177,0,0,1,suv_like,2.1972245773362196,0,0,BMW__X5
BMW,X3,2014,Кроссовер,бензин,2.0,118000,Автомат,Полный привод,1,1,15,13000000,2014.0,2017.0,0.0,0.0,1.0,0.0,3.0,1,16.380459992348886,1,Костанай,Костанайская область,regional_center,0,0,12,0,0,0,8_12,0,коричневый,1,11.678448377988165,9833.333333333334,9.19363494340448,0,0,1,suv_like,2.772588722239781,0,1,BMW__X3
Toyota,4Runner,2007,Внедорожник,бензин,4.0,270000,Автомат,Полный привод,1,1,7,13000000,2003.0,2009.0,0.0,4.0,0.0,4.0,6.0,0,16.380459992348886,0,Талдыкорган,Жетысуская область,regional_center,0,0,19,0,0,1,13_20,0,серый,1,12.506180941677357,14210.526315789473,9.561808626708563,0,0,1,suv_like,2.0794415416798357,0,0,Toyota__4Runner
Chevrolet,Cobalt,2023,Седан,бензин,1.5,145000,Автомат,Передний привод,1,1,7,5150000,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,15.454507466814658,0,Кызылорда,Кызылординская область,regional_center,0,0,3,0,1,0,2_3,0,белый,1,11.884495917930655,48333.333333333336,10.785897422175747,0,1,1,sedan_like,2.0794415416798357,0,0,Chevrolet__Cobalt
Lexus,RX 350,2022,Кроссовер,бензин,3.5,40000,Автомат,Передний привод,1,1,17,21000000,2019.0,2026.0,1.0,4.0,1.0,3.0,7.0,0,16.860033043306743,1,Астана,Акмолинская область,tier_1,1,0,4,0,0,0,4_7,0,unknown,0,10.596659732783579,10000.0,9.210440366976517,0,0,1,suv_like,2.8903717578961645,0,1,Lexus__RX 350
Kia,Cerato,2022,Седан,бензин,1.6,50000,Автомат,Передний привод,1,1,21,8800000,2021.0,2026.0,1.0,4.0,1.0,1.0,5.0,0,15.990262393084793,0,Актобе,Актюбинская область,regional_center,0,0,4,0,0,0,4_7,0,unknown,0,10.819798284210286,12500.0,9.433563920090563,0,0,1,sedan_like,3.091042453358316,0,1,Kia__Cerato
Kia,K5,2021,Седан,бензин,2.5,60000,Автомат,Передний привод,1,1,38,13500000,2019.0,2026.0,1.0,3.0,0.0,2.0,7.0,0,16.41820031748273,0,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,0,черный,1,11.002116507732017,12000.0,9.392745258631441,0,0,1,sedan_like,3.6635616461296463,0,1,Kia__K5
Chevrolet,Cobalt,2023,Седан,бензин,1.5,51000,Автомат,Передний привод,1,1,8,5100000,2020.0,2026.0,1.0,2.0,1.0,3.0,6.0,0,15.444751293772967,0,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,0,белый,1,10.839600519357369,17000.0,9.741027444837728,0,0,1,sedan_like,2.1972245773362196,0,0,Chevrolet__Cobalt
Kia,K5,2010,Седан,бензин,2.4,100200,Автомат,Передний привод,1,1,23,7000000,2010.0,2013.0,0.0,1.0,0.0,0.0,3.0,0,15.76142084987672,0,Бейнеу,Мангистауская область,other_city,0,0,16,0,0,1,13_20,1,белый,1,11.514933447623022,6262.5,8.742494413284247,0,0,1,sedan_like,3.1780538303479458,0,1,Kia__K5
Kia,Rio,2018,Седан,бензин,1.6,125000,Автомат,Передний привод,1,1,26,6200000,2017.0,2020.0,0.0,4.0,0.0,1.0,3.0,0,15.64006001130563,0,Астана,Акмолинская область,tier_1,1,0,8,0,0,0,8_12,1,серый,1,11.736077016252437,15625.0,9.65669147255669,0,0,1,sedan_like,3.295836866004329,0,1,Kia__Rio
BMW,X7,2021,Кроссовер,бензин,3.0,98000,Автомат,Полный привод,1,1,24,35000000,2018.0,2026.0,1.0,0.0,0.0,3.0,8.0,1,17.370858648025116,1,Алматы,Алматинская область,tier_1,1,0,5,0,0,0,4_7,1,черный,1,11.49273296168228,19600.0,9.883335864325275,0,0,1,suv_like,3.2188758248682006,0,1,BMW__X7
Mercedes-Benz,GL 450,2015,Внедорожник,бензин,3.0,150000,Автомат,Полный привод,1,1,15,18500000,2012.0,2016.0,0.0,0.0,0.0,3.0,4.0,1,16.733281344102608,1,Алматы,Алматинская область,tier_1,1,0,11,0,0,0,8_12,0,белый,1,11.918397239722838,13636.363636363636,9.520568630924599,0,0,1,suv_like,2.772588722239781,0,1,Mercedes-Benz__GL 450
Chevrolet,Cruze,2012,Седан,бензин,1.6,275000,Автомат,Передний привод,1,1,14,2850000,2009.0,2012.0,0.0,0.0,0.0,3.0,3.0,1,14.862829903121964,0,Караганда,Карагандинская область,regional_center,0,0,14,0,0,0,13_20,1,белый,1,12.524530013005734,19642.85714285714,9.885519954828535,0,0,1,sedan_like,2.70805020110221,0,0,Chevrolet__Cruze
Kia,Sportage,2019,Кроссовер,бензин,2.0,116000,Автомат,Полный привод,1,1,9,9500000,2018.0,2026.0,1.0,4.0,1.0,1.0,8.0,0,16.066802461833923,0,Астана,Акмолинская область,tier_1,1,0,7,0,0,0,4_7,1,черный,1,11.661354090741,16571.428571428572,9.715495664040098,0,0,1,suv_like,2.302585092994046,0,0,Kia__Sportage
Lexus,RX 270,2015,Кроссовер,бензин,2.7,59600,Автомат,Передний привод,1,1,21,14500000,2012.0,2015.0,0.0,3.0,1.0,3.0,3.0,0,16.489659276356317,1,Астана,Акмолинская область,tier_1,1,0,11,0,0,0,8_12,0,белый,1,10.995427631436174,5418.181818181818,8.597700126983664,0,0,1,suv_like,3.091042453358316,0,1,Lexus__RX 270
Audi,A4,1999,Седан,бензин,1.8,316000,Автомат,Передний привод,1,1,8,3300000,1999.0,2001.0,0.0,0.0,1.0,0.0,2.0,1,15.009433329466965,1,Костанай,Костанайская область,regional_center,0,0,27,0,0,1,20_plus,1,золотистый,1,12.663500657121004,11703.703703703704,9.367746065952646,0,0,1,sedan_like,2.1972245773362196,0,0,Audi__A4
BMW,316,1997,Седан,бензин,1.6,500000,Механика,Задний привод,1,1,7,2000000,1990.0,2000.0,0.0,0.0,0.0,7.0,10.0,1,14.508658238524095,1,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,29,0,0,1,20_plus,1,синий,1,13.122365377402328,17241.379310344826,9.75512554573592,0,0,0,sedan_like,2.0794415416798357,0,0,BMW__316
Lexus,RZ,2023,Кроссовер,Электрический,0.0,9000,Автомат,Полный привод,1,1,22,23500000,2022.0,2026.0,1.0,1.0,0.0,1.0,4.0,0,16.97251102166758,1,Талдыкорган,Жетысуская область,regional_center,0,1,3,0,1,0,2_3,1,черный,1,9.105090961257085,3000.0,8.006700845440367,1,0,1,suv_like,3.1354942159291497,0,1,Lexus__RZ
Mercedes-Benz,E 320,2001,Седан,бензин,3.2,175000,Автомат,Задний привод,1,1,24,8100000,1999.0,2002.0,0.0,0.0,1.0,2.0,3.0,1,15.90737474309945,1,Алматы,Алматинская область,tier_1,1,0,25,0,0,1,20_plus,0,серебристый,1,12.07254696717504,7000.0,8.853808274977197,0,0,1,sedan_like,3.2188758248682006,0,1,Mercedes-Benz__E 320
Kia,Rio,2021,Седан,бензин,1.6,222694,Механика,Передний привод,1,1,23,4750000,2020.0,2026.0,1.0,4.0,1.0,1.0,6.0,0,15.373655386537118,0,Астана,Акмолинская область,tier_1,1,0,5,0,0,0,4_7,0,серый,1,12.313558401264633,44538.8,10.70413845045552,0,1,0,sedan_like,3.1780538303479458,0,1,Kia__Rio
Toyota,RAV4,2018,Кроссовер,бензин,2.0,68000,Вариатор,Полный привод,1,1,24,12200000,2015.0,2019.0,0.0,4.0,1.0,3.0,4.0,0,16.316946591670696,0,Усть-Каменогорск,Восточно-Казахстанская область,regional_center,0,0,8,0,0,0,8_12,0,unknown,0,11.127277689932466,8500.0,9.04793908261736,0,0,1,suv_like,3.2188758248682006,0,1,Toyota__RAV4
Mercedes-Benz,S 560,2018,Седан,бензин,4.0,125000,Автомат,Полный привод,1,1,39,38000000,2017.0,2020.0,0.0,0.0,1.0,1.0,3.0,1,17.453096744006448,1,Астана,Акмолинская область,tier_1,1,0,8,0,0,0,8_12,0,unknown,0,11.736077016252437,15625.0,9.65669147255669,0,0,1,sedan_like,3.6888794541139363,0,1,Mercedes-Benz__S 560
Lexus,ES 300h,2012,Седан,гибрид,2.5,170000,Вариатор,Передний привод,1,1,12,11000000,2012.0,2015.0,0.0,6.0,0.0,0.0,3.0,0,16.213405921671733,1,Семей,Абайская область,regional_center,0,0,14,0,0,0,13_20,1,черный,1,12.04355959836804,12142.857142857143,9.4045787359675,0,0,1,sedan_like,2.5649493574615367,0,0,Lexus__ES 300h
Toyota,Avensis,2006,Универсал,бензин,2.4,270000,Автомат,Передний привод,1,0,3,4000000,2002.0,2006.0,0.0,2.0,0.0,4.0,4.0,0,15.201805169084134,0,Актау,Мангистауская область,regional_center,0,0,20,0,0,1,13_20,0,серебристый,1,12.506180941677357,13500.0,9.510519035757246,0,0,1,compact_wagon,1.3862943611198906,1,0,Toyota__Avensis
Toyota,Camry,2021,Седан,бензин,2.5,64272,Автомат,Полный привод,1,1,5,11900000,2020.0,2026.0,1.0,0.0,1.0,1.0,6.0,1,16.29204904211537,0,Астана,Акмолинская область,tier_1,1,0,5,0,0,0,4_7,0,белый,1,11.070894915352808,12854.4,9.461519235513048,0,0,1,sedan_like,1.791759469228055,0,0,Toyota__Camry
Mercedes-Benz,E 200,2009,Седан,бензин,1.8,300000,Автомат,Задний привод,1,1,7,7600000,2009.0,2013.0,0.0,0.0,0.0,0.0,4.0,1,15.843658936835498,1,Тараз,Жамбылская область,regional_center,0,0,17,0,0,1,13_20,1,черный,1,12.611541086966115,17647.058823529413,9.778381074643294,0,0,1,sedan_like,2.0794415416798357,0,0,Mercedes-Benz__E 200
Hyundai,Tucson,2017,Кроссовер,бензин,2.0,89500,Автомат,Полный привод,1,1,15,9900000,2015.0,2019.0,0.0,3.0,0.0,2.0,4.0,0,16.108045416114916,0,Актобе,Актюбинская область,regional_center,0,0,9,0,0,0,8_12,1,серый,1,11.402005077384885,9944.444444444445,9.204869880530262,0,0,1,suv_like,2.772588722239781,0,1,Hyundai__Tucson
Kia,K7,2013,Седан,бензин,3.0,140000,Автомат,Передний привод,1,1,8,5500000,2012.0,2015.0,0.0,1.0,1.0,1.0,3.0,0,15.520258832020865,0,Талдыкорган,Жетысуская область,regional_center,0,0,13,0,0,0,13_20,0,черный,1,11.849404844423074,10769.23076923077,9.284541196961804,0,0,1,sedan_like,2.1972245773362196,0,0,Kia__K7
Mercedes-Benz,E 320,2003,Седан,бензин,3.2,222222,Автомат,Полный привод,1,1,24,4200000,2002.0,2006.0,0.0,0.0,0.0,1.0,4.0,1,15.250595321348806,1,Астана,Акмолинская область,tier_1,1,0,23,0,0,1,20_plus,0,синий,1,12.311436661181874,9661.826086956522,9.176041440006085,0,0,1,sedan_like,3.2188758248682006,0,1,Mercedes-Benz__E 320
BMW,X5,2023,Кроссовер,бензин,3.0,49500,Автомат,Полный привод,1,1,10,42000000,2023.0,2026.0,1.0,0.0,1.0,0.0,3.0,1,17.553180200057167,1,Алматы,Алматинская область,tier_1,1,0,3,0,1,0,2_3,1,серый,1,10.809748150372926,16500.0,9.711176264112805,0,0,1,suv_like,2.3978952727983707,0,0,BMW__X5
Hyundai,Grandeur,2011,Седан,бензин,3.0,104000,Автомат,Передний привод,1,1,13,5200000,2011.0,2016.0,0.0,0.0,0.0,0.0,5.0,1,15.46416937585933,0,Жанаозен,Мангистауская область,other_city,0,0,15,0,0,1,13_20,0,unknown,0,11.552155793461898,6933.333333333333,8.844240197390272,0,0,1,sedan_like,2.639057329615259,0,0,Hyundai__Grandeur
BMW,528,2008,Седан,бензин,3.0,256000,Автомат,Задний привод,1,1,18,6600000,2007.0,2010.0,0.0,0.0,1.0,1.0,3.0,1,15.702580358511794,1,Караганда,Карагандинская область,regional_center,0,0,18,0,0,1,13_20,1,белый,1,12.45293662970407,14222.222222222223,9.562631275593727,0,0,1,sedan_like,2.9444389791664403,0,1,BMW__528
Kia,Sportage,2014,Кроссовер,бензин,2.0,159000,Автомат,Полный привод,1,1,11,6980000,2014.0,2016.0,0.0,3.0,1.0,0.0,2.0,0,15.758559618005021,0,Актобе,Актюбинская область,regional_center,0,0,12,0,0,0,8_12,0,белый,1,11.976665770490767,13250.0,9.491828300264636,0,0,1,suv_like,2.4849066497880004,0,0,Kia__Sportage
Audi,Q3,2016,Кроссовер,бензин,2.0,145000,Автомат,Передний привод,1,1,15,7500000,2014.0,2018.0,0.0,1.0,1.0,2.0,4.0,0,15.830413711839864,1,Шымкент,Туркестанская область,tier_2,1,0,10,0,0,0,8_12,1,белый,1,11.884495917930655,14500.0,9.581972891547895,0,0,1,suv_like,2.772588722239781,0,1,Audi__Q3
