kolesa_id,kolesa_url,imgs_count,img_filename,img_url,csv_name,brand,page
219120179,https://kolesa.kz/a/show/219120179?search_id=28893131ceea3a984abda028b96ba2f2f0701f87&search_type=filter&advert_position=201,8,219120179.webp,https://kolesa-photos.kcdn.online/webp/ba/ba87fc7b-4f28-4fd5-a545-a1b26d446ded/3-750x470.webp,hyundai_11_15,hyundai,11
