kolesa_id,kolesa_url,imgs_count,img_filename,img_url,csv_name,brand,page
221375885,https://kolesa.kz/a/show/221375885?search_id=1d1a9781bf03a89c7c9ce9b84b2bc561494fc14b&search_type=filter&advert_position=144,0,,,chevrolet_1_10,chevrolet,8
