kolesa_id,kolesa_url,imgs_count,img_filename,img_url,csv_name,brand,page
221375885,https://kolesa.kz/a/show/221375885?search_id=290581bc6da45958e3c9633c2ace19f8efdfafac&search_type=filter&advert_position=405,0,,,chevrolet_20_23,chevrolet,21
