kolesa_id,kolesa_url,imgs_count,img_filename,img_url,csv_name,brand,page
221476540,https://kolesa.kz/a/show/221476540?search_id=cb71182f6670c04f1fc08a9878be4264cd24ff34&search_type=filter&advert_position=1300,0,,,hyundai_60_65,hyundai,65
